id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
7453,742,cutiefly,"[""벌레"",""페어리""]",40,45,40,55,40,84,304,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png"",""https://play.pokemonshowdown.com/sprites/ani/cutiefly.gif""]","[""꿀모으기"",""인분""]","[""스위트베일""]",에블리,,[],"[""에리본""]",
7454,743,ribombee,"[""벌레"",""페어리""]",60,55,60,95,70,124,464,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png"",""https://play.pokemonshowdown.com/sprites/ani/ribombee.gif""]","[""꿀모으기"",""인분""]","[""스위트베일""]",에리본,,"[""에블리""]",[],
7455,744,rockruff,"[""바위""]",45,65,40,30,40,60,280,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png"",""https://play.pokemonshowdown.com/sprites/ani/rockruff.gif""]","[""날카로운눈"",""의기양양""]","[""불굴의마음""]",암멍이,,[],"[""루가루암""]",
7456,745,lycanroc-midday,"[""바위""]",75,115,65,55,65,112,487,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png"",""https://play.pokemonshowdown.com/sprites/ani/lycanroc-midday.gif""]","[""날카로운눈"",""모래헤치기""]","[""불굴의마음""]",루가루암,,"[""암멍이""]",[],
7457,746,wishiwashi-solo,"[""물""]",45,20,20,25,25,40,175,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png"",""https://play.pokemonshowdown.com/sprites/ani/wishiwashi-solo.gif""]","[""어군""]",[],약어리,,[],[],
7458,747,mareanie,"[""독"",""물""]",50,53,62,43,52,45,305,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png"",""https://play.pokemonshowdown.com/sprites/ani/mareanie.gif""]","[""무도한행동"",""유연""]","[""재생력""]",시마사리,,[],"[""더시마사리""]",
7459,748,toxapex,"[""독"",""물""]",50,63,152,53,142,35,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png"",""https://play.pokemonshowdown.com/sprites/ani/toxapex.gif""]","[""무도한행동"",""유연""]","[""재생력""]",더시마사리,,"[""시마사리""]",[],
7460,749,mudbray,"[""땅""]",70,100,70,45,55,45,385,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png"",""https://play.pokemonshowdown.com/sprites/ani/mudbray.gif""]","[""마이페이스"",""지구력""]","[""정신력""]",머드나기,,[],"[""만마드""]",
7461,750,mudsdale,"[""땅""]",100,125,100,55,85,35,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png"",""https://play.pokemonshowdown.com/sprites/ani/mudsdale.gif""]","[""마이페이스"",""지구력""]","[""정신력""]",만마드,,"[""머드나기""]",[],
7462,751,dewpider,"[""물"",""벌레""]",38,40,52,40,72,27,269,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png"",""https://play.pokemonshowdown.com/sprites/ani/dewpider.gif""]","[""수포""]","[""저수""]",물거미,,[],"[""깨비물거미""]",
7463,752,araquanid,"[""물"",""벌레""]",68,70,92,50,132,42,454,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png"",""https://play.pokemonshowdown.com/sprites/ani/araquanid.gif""]","[""수포""]","[""저수""]",깨비물거미,,"[""물거미""]",[],
7464,753,fomantis,"[""풀""]",40,55,35,50,35,35,250,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png"",""https://play.pokemonshowdown.com/sprites/ani/fomantis.gif""]","[""리프가드""]","[""심술꾸러기""]",짜랑랑,,[],"[""라란티스""]",
7465,754,lurantis,"[""풀""]",70,105,90,80,90,45,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png"",""https://play.pokemonshowdown.com/sprites/ani/lurantis.gif""]","[""리프가드""]","[""심술꾸러기""]",라란티스,,"[""짜랑랑""]",[],
7466,755,morelull,"[""페어리"",""풀""]",40,35,55,65,75,15,285,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png"",""https://play.pokemonshowdown.com/sprites/ani/morelull.gif""]","[""발광"",""포자""]","[""젖은접시""]",자마슈,,[],"[""마셰이드""]",
7467,756,shiinotic,"[""페어리"",""풀""]",60,45,80,90,100,30,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png"",""https://play.pokemonshowdown.com/sprites/ani/shiinotic.gif""]","[""발광"",""포자""]","[""젖은접시""]",마셰이드,,"[""자마슈""]",[],
7468,757,salandit,"[""독"",""불꽃""]",48,44,40,71,40,77,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png"",""https://play.pokemonshowdown.com/sprites/ani/salandit.gif""]","[""부식""]","[""둔감""]",야도뇽,,[],"[""염뉴트""]",
7469,758,salazzle,"[""독"",""불꽃""]",68,64,60,111,60,117,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png"",""https://play.pokemonshowdown.com/sprites/ani/salazzle.gif""]","[""부식""]","[""둔감""]",염뉴트,,"[""야도뇽""]",[],
7470,759,stufful,"[""격투"",""노말""]",70,75,50,45,50,50,340,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png"",""https://play.pokemonshowdown.com/sprites/ani/stufful.gif""]","[""복슬복슬"",""서투름""]","[""헤롱헤롱바디""]",포곰곰,,[],"[""이븐곰""]",
7471,760,bewear,"[""격투"",""노말""]",120,125,80,55,60,60,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png"",""https://play.pokemonshowdown.com/sprites/ani/bewear.gif""]","[""복슬복슬"",""서투름""]","[""긴장감""]",이븐곰,,"[""포곰곰""]",[],
7472,761,bounsweet,"[""풀""]",42,30,38,30,38,32,210,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png"",""https://play.pokemonshowdown.com/sprites/ani/bounsweet.gif""]","[""리프가드"",""둔감""]","[""스위트베일""]",달콤아,,[],"[""달무리나""]",
7473,762,steenee,"[""풀""]",52,40,48,40,48,62,290,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png"",""https://play.pokemonshowdown.com/sprites/ani/steenee.gif""]","[""리프가드"",""둔감""]","[""스위트베일""]",달무리나,,"[""달콤아""]","[""달코퀸""]",
7474,763,tsareena,"[""풀""]",72,120,98,50,98,72,510,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png"",""https://play.pokemonshowdown.com/sprites/ani/tsareena.gif""]","[""리프가드"",""여왕의위엄""]","[""스위트베일""]",달코퀸,,"[""달무리나""]",[],
7475,764,comfey,"[""페어리""]",51,52,90,82,110,100,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png"",""https://play.pokemonshowdown.com/sprites/ani/comfey.gif""]","[""플라워베일"",""힐링시프트""]","[""자연회복""]",큐아링,,[],[],
7476,765,oranguru,"[""노말"",""에스퍼""]",90,60,80,90,110,60,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png"",""https://play.pokemonshowdown.com/sprites/ani/oranguru.gif""]","[""정신력"",""텔레파시""]","[""공생""]",하랑우탄,,[],[],
7477,766,passimian,"[""격투""]",100,120,90,40,60,80,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png"",""https://play.pokemonshowdown.com/sprites/ani/passimian.gif""]","[""리시버""]","[""오기""]",내던숭이,,[],[],
7478,767,wimpod,"[""물"",""벌레""]",25,35,40,20,30,80,230,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png"",""https://play.pokemonshowdown.com/sprites/ani/wimpod.gif""]","[""도망태세""]",[],꼬시레,,[],"[""갑주무사""]",
7479,768,golisopod,"[""물"",""벌레""]",75,125,140,60,90,40,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png"",""https://play.pokemonshowdown.com/sprites/ani/golisopod.gif""]","[""위기회피""]",[],갑주무사,,"[""꼬시레""]","[""메가 갑주무사""]",
7480,769,sandygast,"[""고스트"",""땅""]",55,55,80,70,45,15,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png"",""https://play.pokemonshowdown.com/sprites/ani/sandygast.gif""]","[""꾸덕꾸덕굳기""]","[""모래숨기""]",모래꿍,,[],"[""모래성이당""]",
7481,770,palossand,"[""고스트"",""땅""]",85,75,110,100,75,35,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png"",""https://play.pokemonshowdown.com/sprites/ani/palossand.gif""]","[""꾸덕꾸덕굳기""]","[""모래숨기""]",모래성이당,,"[""모래꿍""]",[],
7482,771,pyukumuku,"[""물""]",55,60,130,30,130,5,410,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png"",""https://play.pokemonshowdown.com/sprites/ani/pyukumuku.gif""]","[""내용물분출""]","[""천진""]",해무기,,[],[],
7483,772,type-null,"[""노말""]",95,95,95,95,95,59,534,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png"",""https://play.pokemonshowdown.com/sprites/ani/type-null.gif""]","[""전투무장""]",[],타입:널,,[],"[""실버디""]",
7484,773,silvally,"[""노말""]",95,95,95,95,95,95,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png"",""https://play.pokemonshowdown.com/sprites/ani/silvally.gif""]","[""AR시스템""]",[],실버디,,"[""타입:널""]",[],
7485,774,minior-red-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-red-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7486,775,komala,"[""노말""]",65,115,65,75,95,65,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png"",""https://play.pokemonshowdown.com/sprites/ani/komala.gif""]","[""절대안깸""]",[],자말라,,[],[],
7487,776,turtonator,"[""드래곤"",""불꽃""]",60,78,135,91,85,36,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png"",""https://play.pokemonshowdown.com/sprites/ani/turtonator.gif""]","[""조가비갑옷""]",[],폭거북스,,[],[],
7488,777,togedemaru,"[""강철"",""전기""]",65,98,63,40,73,96,435,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png"",""https://play.pokemonshowdown.com/sprites/ani/togedemaru.gif""]","[""철가시"",""피뢰침""]","[""옹골참""]",토게데마루,,[],[],
7489,778,mimikyu-disguised,"[""고스트"",""페어리""]",55,90,80,50,105,96,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png"",""https://play.pokemonshowdown.com/sprites/ani/mimikyu-disguised.gif""]","[""탈""]",[],따라큐,,[],[],
7490,779,bruxish,"[""물"",""에스퍼""]",68,105,70,70,70,92,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png"",""https://play.pokemonshowdown.com/sprites/ani/bruxish.gif""]","[""비비드바디"",""옹골찬턱""]","[""미라클스킨""]",치갈기,,[],[],
7491,780,drampa,"[""노말"",""드래곤""]",78,60,85,135,91,36,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png"",""https://play.pokemonshowdown.com/sprites/ani/drampa.gif""]","[""발끈"",""초식""]","[""날씨부정""]",할비롱,,[],"[""메가 할비롱""]",
7492,781,dhelmise,"[""고스트"",""풀""]",70,131,100,86,90,40,517,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png"",""https://play.pokemonshowdown.com/sprites/ani/dhelmise.gif""]","[""강철술사""]",[],타타륜,,[],[],
7493,782,jangmo-o,"[""드래곤""]",45,55,65,45,45,45,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png"",""https://play.pokemonshowdown.com/sprites/ani/jangmo-o.gif""]","[""방탄"",""방음""]","[""방진""]",짜랑꼬,,[],"[""짜랑고우""]",
7494,783,hakamo-o,"[""격투"",""드래곤""]",55,75,90,65,70,65,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png"",""https://play.pokemonshowdown.com/sprites/ani/hakamo-o.gif""]","[""방탄"",""방음""]","[""방진""]",짜랑고우,,"[""짜랑꼬""]","[""짜랑고우거""]",
7495,784,kommo-o,"[""격투"",""드래곤""]",75,110,125,100,105,85,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png"",""https://play.pokemonshowdown.com/sprites/ani/kommo-o.gif""]","[""방탄"",""방음""]","[""방진""]",짜랑고우거,,"[""짜랑고우""]",[],
7496,785,tapu-koko,"[""전기"",""페어리""]",70,115,85,95,75,130,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png"",""https://play.pokemonshowdown.com/sprites/ani/tapu-koko.gif""]","[""일렉트릭메이커""]","[""텔레파시""]",카푸꼬꼬꼭,,[],[],
7497,786,tapu-lele,"[""에스퍼"",""페어리""]",70,85,75,130,115,95,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png"",""https://play.pokemonshowdown.com/sprites/ani/tapu-lele.gif""]","[""사이코메이커""]","[""텔레파시""]",카푸나비나,,[],[],
7498,787,tapu-bulu,"[""페어리"",""풀""]",70,130,115,85,95,75,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png"",""https://play.pokemonshowdown.com/sprites/ani/tapu-bulu.gif""]","[""그래스메이커""]","[""텔레파시""]",카푸브루루,,[],[],
7499,788,tapu-fini,"[""물"",""페어리""]",70,75,115,95,130,85,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png"",""https://play.pokemonshowdown.com/sprites/ani/tapu-fini.gif""]","[""미스트메이커""]","[""텔레파시""]",카푸느지느,,[],[],
7500,789,cosmog,"[""에스퍼""]",43,29,31,29,31,37,200,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png"",""https://play.pokemonshowdown.com/sprites/ani/cosmog.gif""]","[""천진""]",[],코스모그,,[],"[""코스모움""]",
7501,790,cosmoem,"[""에스퍼""]",43,29,131,29,131,37,400,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png"",""https://play.pokemonshowdown.com/sprites/ani/cosmoem.gif""]","[""옹골참""]",[],코스모움,,"[""코스모그""]","[""솔가레오"",""루나아라""]",
7502,791,solgaleo,"[""강철"",""에스퍼""]",137,137,107,113,89,97,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png"",""https://play.pokemonshowdown.com/sprites/ani/solgaleo.gif""]","[""메탈프로텍트""]",[],솔가레오,,"[""코스모움""]",[],
7503,792,lunala,"[""고스트"",""에스퍼""]",137,113,89,137,107,97,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png"",""https://play.pokemonshowdown.com/sprites/ani/lunala.gif""]","[""스펙터가드""]",[],루나아라,,"[""코스모움""]",[],
7504,793,nihilego,"[""독"",""바위""]",109,53,47,127,131,103,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png"",""https://play.pokemonshowdown.com/sprites/ani/nihilego.gif""]","[""비스트부스트""]",[],텅비드,,[],[],
7505,794,buzzwole,"[""격투"",""벌레""]",107,139,139,53,53,79,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png"",""https://play.pokemonshowdown.com/sprites/ani/buzzwole.gif""]","[""비스트부스트""]",[],매시붕,,[],[],
7506,795,pheromosa,"[""격투"",""벌레""]",71,137,37,137,37,151,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png"",""https://play.pokemonshowdown.com/sprites/ani/pheromosa.gif""]","[""비스트부스트""]",[],페로코체,,[],[],
7507,796,xurkitree,"[""전기""]",83,89,71,173,71,83,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png"",""https://play.pokemonshowdown.com/sprites/ani/xurkitree.gif""]","[""비스트부스트""]",[],전수목,,[],[],
7508,797,celesteela,"[""강철"",""비행""]",97,101,103,107,101,61,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png"",""https://play.pokemonshowdown.com/sprites/ani/celesteela.gif""]","[""비스트부스트""]",[],철화구야,,[],[],
7509,798,kartana,"[""강철"",""풀""]",59,181,131,59,31,109,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png"",""https://play.pokemonshowdown.com/sprites/ani/kartana.gif""]","[""비스트부스트""]",[],종이신도,,[],[],
7510,799,guzzlord,"[""드래곤"",""악""]",223,101,53,97,53,43,570,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png"",""https://play.pokemonshowdown.com/sprites/ani/guzzlord.gif""]","[""비스트부스트""]",[],악식킹,,[],[],
